logbookID	title	desc	start_date	start_place	end_date	end_place	source	note	change_date	changer	masterIDs	vesselIDs	voyageIDs	master	repositoryID	ID_in_repo	ID_in_repo_alt	url_in_repo	viewer_url	creator	creatorID	thumbnail	citation	other_years	segmentIDs
AL075272	Journal of the Hunter (Ship) out of New Bedford, MA, mastered by Asa S. Tobey, on a whaling voyage between 1863 and 1864.						IA		2021-10-24	dtc	AM5045	AS0288	AV06855		PPL	272			https://archive.org/details/journalofhunters00hunt						AV06855.1
AL075273	Journal of the Brewster (Ship) out of New Bedford, MA, mastered by John A. Beebe and kept by Keith Marshall, on a whaling voyage between 1863 and 1865.						IA	read log: crew list has 'Marshall Keith' for keeper	2021-10-24	dtc	AM0418	AS0717	AV02036		PPL	273			https://archive.org/details/journalofbrewste00brew	Keith Marshall	AE020361021				AV02036.1
AL075274	Journal of the Onward (Ship) and William Rotch (Bark), mastered by Edwin C. Pulver and William H. Allen, and kept by Edwin C. Pulver, on whaling voyages between 1863 and 1867.						IA		2021-10-24	dtc	AM3975	AS0730, AS0682	AV10921, AV16977		PPL	274			https://archive.org/details/journalofonwards00onwa_0	Edwin C. Pulver					AV10921.2, AV16977.1
AL075275	Journal of the Ontario II (Bark) and Pacific (Bark) out of New Bedford, MA, mastered by William M. Barnes and James Ryder Allen and kept by Richard W. Barker, on whaling voyages between 1863 and 1865.						IA		2021-10-24	dtc	AM0351, AM0080	AS2104, AS0530	AV10915, AV11150		PPL	275			https://archive.org/details/journalofontario00onta	Richard W. Barker	AE109151035				AV10915.1, AV11150.1
AL075276	Logbook of the Sarah (Bark), mastered by Elisha B. Handy and Amos Crowell Baker, Sr., on whaling voyages between 1863 and 1866.						IA		2021-10-24	dtc	AM2424	AS0637	AV12860, AV12861, AV12874		PPL	276			https://archive.org/details/logbookofsarahba00sara						AV12860.1, AV12861.1, AV12874.1
AL075277	Logbook of the Cornelius Howland (Ship) out of New Bedford, MA, mastered by Benjamin Franklin ? Homan, on a whaling voyage between 1863 and 1867.						IA	read log: are segments 2 & 3 included too?	2021-10-24	dtc	AM2662	AS0103	AV03405		PPL	277			https://archive.org/details/logbookofcorneli00corn_2						AV03405.1
AL075278	Logbook of the Plover (Bark) out of New Bedford, MA, mastered by George N. Macy, on a whaling voyage between 1862 and 1864.						IA		2021-10-24	dtc	AM3257	AS0547	AV11762		PPL	278			https://archive.org/details/logbookofploverb00plov						AV11762.1
AL075279	Journal of the Chandler Price (Ship) and Governor Troup (Ship) out of New Bedford, MA, mastered by Josiah Bourne and Edward R. Ashley and kept by George L. Bowman, on whaling voyages between 1862 and 1867.						IA		2021-10-24	dtc	AM0173	AS0247	AV05955		PPL	279			https://archive.org/details/journalofchandle00chan	George L. Bowman	AE059551021				AV05955.1
AL075280	Journal of the Addison (Bark) and Ocean (Bark), mastered by Peleg Cornell and kept by Peleg Cornell, on whaling voyages between 1862 and 1868.						IA	read log. Might contain AV11052 Osceola, too	2021-10-24	dtc	AM1345	AS0003, AS2074	AV00233, AV10716		PPL	280			https://archive.org/details/journalofaddison00addi_0	Peleg Cornell					AV00233.1, AV10716.1
AL075281	Logbook of the Tamerlane (Bark) out of New Bedford, MA, mastered by Nathaniel P. Gray, on a whaling voyage between 1862 and 1865.						IA		2021-10-24	dtc	AM2287	AS0656	AV13696		PPL	281			https://archive.org/details/logbookoftamerla00tame_0						AV13696.1
AL075283	Journal of the Glacier (Bark), Greyhound (Bark), Mattapoisett (Bark) and President II (Bark); mastered by Benjamin D. Gifford, James M. Sowle and Orlando Jefferson Tripp; and kept by William C. Brownell; on whaling voyages between 1862 and 1872.						IA		2021-10-24	dtc	AM2186, AM4607, AM5093, AM2186	AS0256, AS0258, AS0483, AS0549	AV05787, AV06037, AV09467, AV11957, AV11958		PPL	283			https://archive.org/details/journalofglacier00glac	William C. Brownell					AV05787.1, AV06037.1, AV09467.1, AV11957.1, AV11958.1
AL075284	Account book of the Tropic Bird (Bark) out of New Bedford, MA, mastered by Charles H. Hagar and Lemuel D. Adams, on whaling voyages between 1862 and 1866.						IA		2021-10-24	dtc	AM2345, AM0025	AS0658	AV14131, AV14133		PPL	284			https://archive.org/details/acountbookoftrop00trop						AV14131.1, AV14133.1
AL075285	Journal of the Boa Fe (Brig), Chili (Bark), Perseverance (Bark) and Sarah (Bark); mastered by Joao Pinto deCampos, Godfrey King, Albert Lewis and Elisha B. Handy; and kept by Benjamin F. Gifford; on whaling voyages between 1862 and 1864.						IA	Keeper not on crew list	2021-10-24	dtc	AM3002, AM2424	AS0107, AS0637	AV02839, AV12860, AV12861		PPL	285			https://archive.org/details/journalofboafebr00boaf	Benjamin F. Gifford					AV02839.1, AV12860.1, AV12861.1
AL075286	Journal of the Globe (Bark) out of New Bedford, MA, mastered by Alexander Augustus Tripp, on a whaling voyage between 1862 and 1864.						IA		2021-10-24	dtc	AM5084	AS0250	AV05811		PPL	286			https://archive.org/details/journalofglobeba00glob						AV05811.1
AL075287	Logbook of the Janus II (Ship) out of New Bedford, MA, mastered by Joseph H. Cornell and kept by John C. Sylvester, on a whaling voyage between 1862 and 1865.						IA		2021-10-24	dtc	AM1344	AS0324	AV07381		PPL	287			https://archive.org/details/logbookofjanusii00janu	John C. Sylvester	AE073811017				AV07381.1
AL075288	Logbook of the Maria (Bark) out of New Bedford, MA, mastered by William B. Thompson, on a whaling voyage in 1862.						IA		2021-10-24	dtc	AM5015	AS0231	AV09011		PPL	288			https://archive.org/details/logbookofmariaba00mari						AV09011.1
AL075289	Logbook of the Callao (Bark) out of New Bedford, MA, mastered by Frederick S. Howland, on a whaling voyage between 1862 and 1865.						IA		2021-10-24	dtc	AM2719	AS0080	AV02229		PPL	289			https://archive.org/details/logbookofcallaob00call						AV02229.1
AL075290	Account book of the Plover (Ship) out of New Bedford, MA, mastered by George N. Macy, on a whaling voyage between 1862 and 1865.						IA		2021-10-24	dtc	AM3257	AS0547	AV11762		PPL	290			https://archive.org/details/acountbookofplov00plov_1						AV11762.1
AL075291	Logbook of the Sea Fox (Bark) out of Westport, MA, mastered by John Horan, on a whaling voyage between 1861 and 1864.						IA		2021-10-24	dtc	AM2669	AS0643	AV13038		PPL	291			https://archive.org/details/logbookofseafoxb00seaf_0						AV13038.1
AL075292	Journal of the Kate Cory (Brig) out of Westport, MA, mastered by Stephen Flanders and kept by Pardon L. Petty, on a whaling voyage between 1861 and 1862.						IA		2021-10-24	dtc	AM1915	AS1747	AV08035		PPL	292			https://archive.org/details/journalofkatecor00kate_0	Pardon L. Petty	AE080351009				AV08035.1
AL075293	Journal of the America (Ship), Marcella (Bark) and an unidentified vessel [Northern Light]; mastered by Henry B. Chase; and kept by Henry B. Chase; on whaling voyages between 1861 and 1871.						IA		2021-10-24	dtc	AM0906	AS0455, AS0503	AV08850, AV10628		PPL	293			https://archive.org/details/journalofamerica00amer_2	Henry B. Chase					AV08850.1, AV10628.2
AL075294	Journal of the A. R. Tucker (Bark) out of New Bedford, MA, mastered by Asa Grinnell and kept by Alonzo Peirce, on a whaling voyage between 1861 and 1864.						IA		2021-10-24	dtc	AM2327	AS0020	AV00045		PPL	294			https://archive.org/details/journalofartucke00artu	Alonzo Peirce					AV00045.1
AL075295	Logbook of the President II (Bark) out of New Bedford, MA, mastered by Isaac Wordell, on a whaling voyage between 1861 and 1862.						IA		2021-10-24	dtc	AM5478	AS0549	AV11955		PPL	295			https://archive.org/details/logbookofpreside00pres_2						AV11955.1
AL075296	Journal of the Sun (Bark) out of New Bedford, MA, mastered by Thomas Howland Smith and kept by James S. Beauvais, on a whaling voyage between 1861 and 1862.						IA	read log for keeper spelling	2021-10-24	dtc	AM4554	AS0632	AV13520		PPL	296			https://archive.org/details/journalofsunbark00sunb	James S. Beauvais	AE135201022				AV13520.1
AL075297	Journal of the Admiral Blake (Schooner), Alatamaha (Brig), Hopeton (Brig) and Solon (Bark); mastered by Arthur H. Hammond, Benjamin B. Handy and Charles Blackmer Barstow; and kept by Arthur H. Hammond; on whaling voyages between 1861 and 1866.						IA		2021-10-24	dtc	AM2397, AM2422	AS0822, AS0849, AS1621, AS0631	AV00305, AV00705, AV06791, AV13216		PPL	297			https://archive.org/details/journalofadmiral00admi	Arthur H. Hammond					AV00305.1, AV00705.1, AV06791.1, AV13216.1
AL075298	Account book of the Minerva II (Bark) out of New Bedford, MA, mastered by Edward Penniman, Sr., on whaling voyages between 1860 and 1867.						IA		2021-10-24	dtc	AM3816	AS0424	AV09899		PPL	298			https://archive.org/details/acountbookofmine00mine						AV09899.1
AL075299	Journal of the Cicero (Bark), Europa (Bark), Jacob A. Howland (Bark) and Minerva II (Bark); mastered by Edward, Sr. Penniman; and kept by Edward Penniman; on whaling voyages between 1860 and 1884.						IA		2021-10-24	dtc	AM3816	AS0096, AS0185, AS0447	AV02887, AV04703, AV07225, AV07226, AV09899, AV09900		PPL	299			https://archive.org/details/journalofcicerob00cice_0	Edward Penniman	AM3816				AV02887.1, AV04703.1, AV07225.1, AV07226.1, AV09899.1, AV09900.1
AL075300	Logbook of the Admiral Blake (Schooner), mastered by William C. Hathaway, on whaling voyages between 1860 and 1863.						IA		2021-10-24	dtc	AM2511	AS0822	AV00298, AV00299, AV00300, AV00301		PPL	300			https://archive.org/details/logbookofadmiral00admi						AV00298.1, AV00299.1, AV00300.1, AV00301.1
AL075301	Journal of the Awashonks (Bark) out of New Bedford, MA, mastered by John C. Marble and kept by George Bowman, on a whaling voyage between 1860 and 1862.						IA		2021-10-24	dtc	AM3313, AM1060	AS0031	AV01471		PPL	301			https://archive.org/details/journalofawashon00awas	George Bowman	AE014711023				AV01471.1, AV01471.2
AL075302	Logbook of the Barnstable (Bark) out of New Bedford, MA, mastered by Leonard B. Brownson, on a whaling voyage between 1860 and 1864.						IA		2021-10-24	dtc	AM0701	AS0718	AV01593		PPL	302			https://archive.org/details/logbookofbarnsta00barn_0						AV01593.1
AL075303	Logbook of the Matilda Sears (Bark) out of Dartmouth, MA, mastered by Edward J. Howland, on a whaling voyage between 1860 and 1864.						IA		2021-10-24	dtc	AM2714	AS1908	AV09435		PPL	303			https://archive.org/details/logbookofmatilda00mati						AV09435.1
AL075304	Account book of the Mermaid (Bark) out of Westport, MA, mastered by George W. Jenks, on a whaling voyage between 1860 and 1864.						IA		2021-10-24	dtc	AM2865	AS0704	AV09642		PPL	304			https://archive.org/details/acountbookofmerm00merm						AV09642.1
AL075305	Logbook of the Thomas Dickason (Ship) out of New Bedford, MA, mastered by James Stewart, on a whaling voyage between 1860 and 1865.						IA		2021-10-24	dtc	AM4712	AS0657	AV13798		PPL	305			https://archive.org/details/logbookofthomasd00thom						AV13798.1
AL075306	Account book of the Ellen (Bark) out of New Bedford, mastered by Cornelius Marchant, on a whaling voyage between 1860 and 1861.						IA		2021-10-24	dtc	AM3317	AS1283	AV04272		PPL	306			https://archive.org/details/acountbookofelle00elle						AV04272.1
AL075307	Logbook of the Sappho (Bark) out of New Bedford, MA, mastered by Edward B. Coffin, on a whaling voyage between 1860 and 1863.						IA		2021-10-24	dtc	AM1129	AS0615	AV12831		PPL	307			https://archive.org/details/logbookofsapphob00sapp_0						AV12831.1
AL075308	Journal of the Addison (Ship) out of New Bedford, MA, mastered by Samuel Lawrence and kept by George L. Bowman, on a whaling voyage between 1859 and 1860.						IA		2021-10-24	dtc	AM3046	AS0003	AV00229		PPL	308			https://archive.org/details/journalofaddison00addi	George L. Bowman					AV00229.1
AL075309	Journal of the Ocean (Bark) out of Sandwich, MA, mastered by Peleg Cornell and kept by Peleg Cornell, on a whaling voyage between 1859 and 1861.						IA		2021-10-24	dtc	AM1345	AS2074	AV10715		PPL	309			https://archive.org/details/journalofoceanba00ocea	Peleg Cornell	AE107151003				AV10715.1
AL075310	Journal of the Marengo (Ship) out of New Bedford, MA, mastered by Frederick A. Weld, on a whaling voyage between 1859 and 1862.						IA		2021-10-24	dtc	AM5224, AM1727	AS0461	AV08918		PPL	310			https://archive.org/details/journalofmarengo00mare						AV08918.1, AV08918.2
AL075311	Journal of the Trident (Ship) out of New Bedford, MA, mastered by Elisha H. Fisher and kept by Charles T. Gifford, on a whaling voyage between 1859 and 1863.						IA		2021-10-24	dtc	AM1858	AS0651	AV14041		PPL	311			https://archive.org/details/journaloftrident00trid	Charles T. Gifford	AE140411029				AV14041.1
AL075312	Logbook of the Congaree (Bark) out of New Bedford, MA, mastered by Weston J. Swift, on a whaling voyage between 1859 and 1863.						IA		2021-10-24	dtc	AM4925	AS0118	AV03237		PPL	312			https://archive.org/details/logbookofcongare00cong_0						AV03237.1
AL075313	Journal of the Osceola III (Bark) out of New Bedford, MA, mastered by Otis F. Hamblin and kept by George Henri Wilson, on a whaling voyage between 1859 and 1861.						IA		2021-10-24	dtc	AM2383	AS0728	AV11050		PPL	313			https://archive.org/details/journalofosceola00osce	George Henri Wilson	AE110501021				AV11050.1
AL075314	Journal of the Alfred Gibbs (Ship) out of New Bedford, MA, mastered by Edward A. Nichols and kept by B. Fisher Elnathan, on a whaling voyage between 1859 and 1860.						IA		2021-10-24	dtc	AM3570	AS0024	AV00533		PPL	314			https://archive.org/details/journalofalfredg00alfr	B. Fisher Elnathan					AV00533.1
AL075315	Logbook of the China (Ship) out of New Bedford, MA, mastered by Sylvester Hathaway, on a whaling voyage between 1859 and 1864.						IA		2021-10-24	dtc	AM2508	AS0092	AV02854		PPL	315			https://archive.org/details/logbookofchinash00chin_0						AV02854.1
AL075316	Journal of the Annawan II (Bark) out of Mattapoisett, MA, mastered by Charles F. Keith and kept by Benjamin H. Bourne, on a whaling voyage between 1859 and 1862.						IA	read log: crew list has 'Benjamin H. Bourne'	2021-10-24	dtc	AM2953	AS0035	AV01059		PPL	316			https://archive.org/details/journalofannawan00anna	Benjamin H. Bourne	AE010591020				AV01059.1, AV01059.1
AL075317	Account book of the Plover (Ship) out of New Bedford, MA, mastered by Augustus Norman Perkins, on a whaling voyage between 1858 and 1862.						IA		2021-10-24	dtc	AM3820	AS0547	AV11761		PPL	317			https://archive.org/details/acountbookofplov00plov_0						AV11761.1
AL075318	Logbook of the Sea Fox (Bark) out of Westport, MA, mastered by Peleg W. Gifford, on a whaling voyage between 1858 and 1861.						IA		2021-10-24	dtc	AM2211	AS0643	AV13037		PPL	318			https://archive.org/details/logbookofseafoxb00seaf						AV13037.1
AL075319	Journal of the Antilla (Ship), George Washington (Ship) and Nassau (Ship); mastered by and Elihu S. Brightman and Henry Clay Murdock; and kept by Charles Quinn; on whaling voyages between 1858 and 1860.						IA	read log: keeper not on crew list; date overlap betw voyages (AV10280)	2021-10-24	dtc	AM0607, AM3518	AS2735, AS0492	AV05747, AV10280		PPL	319			https://archive.org/details/journalofantilla00anti	Charles Quinn					AV05747.1, AV10280.1
AL075320	Account book of the Elisha Dunbar (Bark) out of New Bedford, MA, mastered by James L. Lincoln, on a whaling voyage between 1858 and 1862.						IA		2021-10-24	dtc	AM3119	AS0184	AV04125		PPL	320			https://archive.org/details/acountbookofelis00elis_1						AV04125.1
AL075321	Account book of the Sea Queen (Bark) out of Westport, MA, mastered by Thomas Burdett, on a whaling voyage between 1858 and 1863.						IA		2021-10-24	dtc	AM0759	AS0705	AV13061		PPL	321			https://archive.org/details/acountbookofseaq00seaq						AV13061.1
AL075322	Logbook of the Almira (Ship) out of Edgartown, MA, mastered by Frederick A. Smith and Abraham Osborn, Jr., on whaling voyages between 1858 and 1867.						IA		2021-10-24	dtc	AM4485, AM3665	AS0806	AV00672, AV00673		PPL	322			https://archive.org/details/logbookofalmiras00almi_0						AV00672.1, AV00673.1
AL075323	Journal of the Mary Wilder (Ship) out of New Bedford, MA, mastered by Abner P. Barker, on a whaling voyage between 1858 and 1859.						IA		2021-10-24	dtc	AM0288	AS0471	AV09393		PPL	323			https://archive.org/details/journalofmarywil00mary						AV09393.1
AL075324	Journal of the Kate Cory (Brig) out of Westport, MA, mastered by Weston Smith Tripp and kept by Pardon L. Petty, on a whaling voyage between 1858 and 1860.						IA		2021-10-24	dtc	AM5099	AS1747	AV08034		PPL	324			https://archive.org/details/journalofkatecor00kate	Pardon L. Petty	AE080341012				AV08034.1
AL075325	Account book of the Splendid (Ship) out of Edgartown, MA, mastered by Shubael H. Norton, on a whaling voyage between 1858 and 1862.						IA		2021-10-24	dtc	AM3625	AS2420	AV13349		PPL	325			https://archive.org/details/acountbookofspen00spen						AV13349.1
AL075326	Logbook of the Globe (Bark) out of New Bedford, MA, mastered by Alexander Augustus Tripp, on a whaling voyage between 1858 and 1861.						IA		2021-10-24	dtc	AM5084	AS0250	AV05810		PPL	326			https://archive.org/details/logbookofglobeba00glob_1						AV05810.1
AL075327	Journal of the Endeavour (Bark) out of New Bedford, MA, mastered by Richard C. Wilson and kept by William F. Bleaderheiser, on a whaling voyage between 1858 and 1860.						IA		2021-10-24	dtc	AM5389	AS0173	AV04490		PPL	327			https://archive.org/details/journalofendeavo00ende	William F. Bleaderheiser	AE044901034; AE044901053				AV04490.1
AL075328	Journal of the Clara Bell (Bark) out of Mattapoisett, MA, mastered by Timothy H. Fisher and kept by Napoleon Boughton, on a whaling voyage between 1858 and 1863.						IA		2021-10-24	dtc	AM1896	AS1106	AV02909		PPL	328			https://archive.org/details/journalofclarabe00clar_0	Napoleon Boughton	AE029091015				AV02909.1
AL075329	Journal of the Clara Bell (Bark) out of Mattapoisett, MA, mastered by Timothy H. Fisher and kept by Ebenezer Grinnell, on a whaling voyage between 1858 and 1863.						IA		2021-10-24	dtc	AM1896	AS1106	AV02909		PPL	329			https://archive.org/details/journalofclarabe00clar	Ebenezer Grinnell	AE029091013				AV02909.1
AL075330	Logbook of the Plover (Ship) out of New Bedford, MA, mastered by Augustus Norman Perkins, on a whaling voyage between 1858 and 1862.						IA		2021-10-24	dtc	AM3820	AS0547	AV11761		PPL	330			https://archive.org/details/logbookofplovers00plov						AV11761.1
AL075331	Logbook of the John A. Robb (Bark) out of Fairhaven, MA, mastered by Archelaus Baker, Jr., on a whaling voyage between 1857 and 1861.						IA		2021-10-24	dtc	AM0249	AS2760	AV07579		PPL	331			https://archive.org/details/logbookofjohnaro00john						AV07579.1
AL075332	Journal of the Java II (Bark) out of New Bedford, MA, mastered by George W. Raynor and kept by Albert N. Buel, on a whaling voyage between 1857 and 1860.						IA		2021-10-24	dtc	AM4038	AS0349	AV07466		PPL	332			https://archive.org/details/journalofjavaiib00java	Albert N. Buel	AE074661007				AV07466.1
AL075333	Logbook of the Canton Packet (Bark) out of New Bedford, MA, mastered by Charles Edmund Allen and kept by James H. Barker, on a whaling voyage between 1857 and 1861.						IA	read log: crew list has 'James H. Bunker' for keeper	2021-10-24	dtc	AM0056	AS0088	AV02332		PPL	333			https://archive.org/details/logbookofcantonp00cant	James H. Barker	AE023321013				AV02332.1
AL075334	Journal of the Gypsy (Bark) out of New Bedford, MA, mastered by Frederick William Manter and kept by Daniel M. Look, on a whaling voyage between 1857 and 1859.						IA		2021-10-24	dtc	AM3301	AS0252	AV06047		PPL	334			https://archive.org/details/journalofgypsyba00gyps	Daniel M. Look	AE060471040; AE060471020				AV06047.1
AL075335	Journal of the Montezuma (Ship), mastered by Benjamin Franklin Homan and kept by Benjamin Franklin Homan, on whaling voyages between 1857 and 1861. v.2						IA		2021-10-24	dtc	AM2662	AS1970	AV10002		PPL	335			https://archive.org/details/journalofmontezu02mont	Benjamin Franklin Homan					AV10002.1
AL075336	Journal of the Kensington (Ship) out of New Bedford, MA, mastered by Charles F. Stetson, on a whaling voyage between 1857 and 1861.						IA		2021-10-24	dtc	AM4696	AS0358	AV08056		PPL	336			https://archive.org/details/journalofkensing00kens						AV08056.1
AL075337	Logbook of the Greyhound (Bark) out of Westport, MA, mastered by George G. Cathcart, on a whaling voyage between 1857 and 1861.						IA		2021-10-24	dtc	AM5674	AS0258	AV06036		PPL	337			https://archive.org/details/logbookofgreyhou00grey_1						AV06036.1
AL075338	Journal of the Keoka (Bark) out of Westport, MA, MA, mastered by Asa Grinnell, on a whaling voyage between 1857 and 1860.						IA		2021-10-24	dtc	AM2327	AS0359	AV08058		PPL	338			https://archive.org/details/journalofkeokaba00keok						AV08058.1
AL075339	Logbook of the Laetitia (Bark) out of New Bedford, MA, mastered by Joseph Stowell, on whaling voyages between 1857 and 1866.						IA		2021-10-24	dtc	AM4727	AS0390	AV08129, AV08130, AV08131		PPL	339			https://archive.org/details/logbookoflaetiti00laet						AV08129.1, AV08130.1, AV08131.1
AL075340	Journal of the Montezuma (Ship), mastered by Benjamin Franklin Homan and kept by Benjamin Franklin Homan, on whaling voyages between 1857 and 1861. v.1						IA		2021-10-24	dtc	AM2662	AS1970	AV10002		PPL	340			https://archive.org/details/journalofmontezu01mont	Benjamin Franklin Homan					AV10002.1
AL075341	Logbook of the Hopeton (Brig) out of Sippican, MA, mastered by Obed Delano, on a whaling voyage between 1857 and 1859.						IA		2021-10-24	dtc	AM1748	AS1621	AV06788		PPL	341			https://archive.org/details/logbookofhopeton00hope						AV06788.1
AL075342	Journal of the Midas (Bark); mastered by I. A. Tuttle, James L. Austin and Joseph Ricketson Tallman; and kept by Abel T. Bryant; on whaling voyages between 1857 and 1860.						IA		2021-10-24	dtc	AM4971, AM5124, AM0202	AS0405	AV09744		PPL	342			https://archive.org/details/journalofmidasba00mida	Abel T. Bryant					AV09744.1, AV09744.2, AV09744.3
AL075343	Journal of the Louisa (Bark) out of New Bedford, MA, mastered by William R. Hathaway and kept by Oliver S. Brock, on a whaling voyage between 1857 and 1860.						IA	no Oliver Brock on crew list	2021-10-24	dtc	AM2512	AS0388	AV08579		PPL	343			https://archive.org/details/journaloflouisab00loui	Oliver S. Brock					AV08579.1
AL075344	Logbook of the Hesper (Ship) and James Andrews (Bark); mastered by Joseph Hamblin, Jr., James Bartlett and Benjamin Kelley; on whaling voyages between 1857 and 1859.						IA		2021-10-24	dtc	AM2382, AM2958	AS0267, AS0335	AV06632, AV07278		PPL	344			https://archive.org/details/logbookofhespers00hesp						AV06632.1, AV07278.1
AL075346	Journal of the Speedwell (Ship) out of Fairhaven, MA, mastered by Benjamin F. Gibbs and kept by George Bowen, on a whaling voyage between 1857 and 1861.						IA		2021-10-24	dtc	AM2170	AS2414	AV13328		PPL	346			https://archive.org/details/journalofspeedwe00spee	George Bowen	AE133281023				AV13328.1
AL075347	Account book of the Robert Morrison (Bark) out of New Bedford, MA, mastered by Benjamin W. Tilton, on a whaling voyage between 1857 and 1861.						IA		2021-10-24	dtc	AM5026	AS0586	AV12432		PPL	347			https://archive.org/details/acountbookofrobe00robe						AV12432.1
AL075348	Logbook of the Majestic (Ship) out of New Bedford, MA, mastered by Alfred C. Chester and Job Macomber and kept by Alfred C. Chester; Horace Mitchell, on whaling voyages between 1857 and 1861.						IA		2021-10-24	dtc	AM3242, AM0942	AS0453	AV08795		PPL	348			https://archive.org/details/logbookofmajesti00maje	Alfred C. Chester; Horace Mitchell	AE087951025				AV08795.1, AV08795.2
AL075349	Logbook of the Franklin II (Bark) out of New Bedford, MA, mastered by John S. Howland, on a whaling voyage between 1857 and 1861.						IA		2021-10-24	dtc	AM2734	AS1411	AV05300		PPL	349			https://archive.org/details/logbookoffrankli00fran_0						AV05300.1
AL075350	Account book of the Cincinnati (Ship) out of Stonington, CT, mastered by Frederick Stanton Williams, on a whaling voyage between 1856 and 1860.						IA		2021-10-24	dtc	AM5362	AS1102	AV02894		PPL	350			https://archive.org/details/acountbookofcinc00cinc						AV02894.1
AL075351	Logbook of the Cincinnati (Ship) out of Stonington, CT, mastered by Frederick Stanton Williams, on a whaling voyage between 1856 and 1860.						IA		2021-10-24	dtc	AM5362	AS1102	AV02894		PPL	351			https://archive.org/details/logbookofcincinn00cinc						AV02894.1
AL075352	Journal of the Hecla (Bark), Sarah Sheafe (Bark) and Addison (Ship); mastered by Eben Nickerson, Henry O. Loper and Samuel Lawrence; and kept by Ebenezer Nickerson; on whaling voyages between 1856 and 1861.						IA	read log. Voyages overlap	2021-10-24	dtc	AM3046, AM3583, AM3153	AS0003, AS0283, AS0617	AV00229, AV06281, AV12947		PPL	352			https://archive.org/details/journalofheclaba00hecl	Ebenezer Nickerson					AV00229.1, AV06281.1, AV12947.1
AL075353	Logbook of the Sharon (Ship) out of Fairhaven; MA, mastered by J. Henry Swift, John H. Platt and Lillibridge B. King; and kept by George L. Bowman; on a whaling voyage between 1856 and 1861.						IA		2021-10-24	dtc	AM3008, AM4915, AM3905	AS2382	AV13146		PPL	353			https://archive.org/details/logbookofsharons00shar	George L. Bowman					AV13146.1, AV13146.2, AV13146.3
AL075355	Journal of the Wave (Bark) out of New Bedford, MA, mastered by Leonard W. Hill and kept by William D. Buel, on a whaling voyage between 1856 and 1857.						IA		2021-10-24	dtc	AM2601	AS0696	AV15448		PPL	355			https://archive.org/details/journalofwavebar00wave_0	William D. Buel	AE154481030				AV15448.1
AL075356	Logbook of the Addison (Ship) out of New Bedford, MA, mastered by Samuel Lawrence and kept by Mary Lawrence Chipman, on a whaling voyage between 1856 and 1860. v.2						IA		2021-10-24	dtc	AM3046	AS0003	AV00229		PPL	356			https://archive.org/details/logbookofaddison02addi	Mary Lawrence Chipman					AV00229.1
AL075357	Logbook of the Corinthian (Ship) out of New London, CT, mastered by Erasmus Darwin Rogers, on a whaling voyage between 1856 and 1858.						IA		2021-10-24	dtc	AM4130	AS1153	AV03364		PPL	357			https://archive.org/details/logbookofcorinth00cori_0						AV03364.1
AL075358	Logbook of the Sea Shell (Bark) out of Warren, RI, mastered by Paul Ware, on a whaling voyage between 1856 and 1860.						IA		2021-10-24	dtc	AM5174	AS2372	AV13085		PPL	358			https://archive.org/details/logbookofseashel00seas						AV13085.1
AL075359	Logbook of the Active (Bark) out of New Bedford, MA, mastered by William Wood and Davis Blake, on whaling voyages between 1856 and 1865.						IA		2021-10-24	dtc	AM5465, AM0477	AS0025	AV00203, AV00204		PPL	359			https://archive.org/details/logbookofactiveb00acti						AV00203.1, AV00204.1
AL075360	Logbook of the Mary Frazier (Ship) out of New Bedford, MA, mastered by John Rounds, on a whaling voyage between 1856 and 1860.						IA		2021-10-24	dtc	AM4162	AS0457	AV09340		PPL	360			https://archive.org/details/logbookofmaryfra00mary_0						AV09340.1
AL075361	Journal of the Baltic (Bark) out of New Bedford, MA, mastered by Leonard B. Brownson and kept by J. E. Haviland, on a whaling voyage between 1856 and 1858.						IA	keeper name misspelled in crewlist	2021-10-24	dtc	AM0701, AM4716	AS0073	AV01527		PPL	361			https://archive.org/details/journalofbalticb00balt	J. E. Haviland	AE015271021;AE015271041				AV01527.1, AV01527.2
AL075362	Journal of the Brutus (Ship) out of Warren, RI, mastered by James S. Henry and kept by Edwin C. Pulver, on whaling voyages between 1856 and 1860.						IA		2021-10-24	dtc	AM2563	AS0725	AV02116		PPL	362			https://archive.org/details/journalofbrutuss00brut	Edwin C. Pulver					AV02116.1
AL075363	Journal of the Catalpa (Bark) and James Loper (Ship), mastered by William F. Snow and Obed Ramsdell and kept by Benjamin A. Coffin, on whaling voyages between 1856 and 1860.						IA	Keeper not on crew list	2021-10-24	dtc	AM4586, AM3989	AS0123, AS1675	AV02444, AV07304		PPL	363			https://archive.org/details/journalofcatalpa00cata	Benjamin A. Coffin					AV02444.1, AV07304.1
AL075364	Logbook of the Addison (Ship) out of New Bedford, MA, mastered by Samuel Lawrence and kept by Mary Lawrence Chipman, on a whaling voyage between 1856 and 1860. v.1						IA		2021-10-24	dtc	AM3046	AS0003	AV00229		PPL	364			https://archive.org/details/logbookofaddison01addi	Mary Lawrence Chipman					AV00229.1
AL075365	Logbook of the Charles and Edward (Bark) out of Dartmouth, MA, mastered by William H. Salter, on a whaling voyage between 1856 and 1858.						IA		2021-10-24	dtc	AM4236	AS1073	AV02619		PPL	365			https://archive.org/details/logbookofcharles00char						AV02619.1
