DWid	DW	voyageID	voyage	vesselID	vessel	agentID	agent	masterID	master	DWlink	other_years	port	change_date	changer
AD20784	2-078	AV01620	Bayard : 1845-1849	AS0958	Bayard	AA0342	Corwin, H. & N.	AM1991	Fordham, John W.	https://archive.org/details/abstractsofwhali2184denn/page/78	1845 1846 1847 1848 1849	Greenport, NY	2021-10-04	
AD20785	2-078	AV01621	Bayard : 1849-1853	AS0958	Bayard	AA0680	Ireland, Wells & Carpenter	AM2278	Graham, Jerome	https://archive.org/details/abstractsofwhali2184denn/page/78	1849 1850 1851 1852 1853	Greenport, NY	2021-10-04	
AD20791	2-079	AV02224	Callao : 1845-1849	AS0080	Callao	AA1253	Taber, Henry & Co.	AM4381	Sisson, Benjamin T.	https://archive.org/details/abstractsofwhali2184denn/page/79	1845 1846 1847 1848 1849	New Bedford, MA	2021-10-04	
AD20792	2-079	AV02225	Callao : 1849-1852	AS0080	Callao	AA1253	Taber, Henry & Co.	AM4381	Sisson, Benjamin T.	https://archive.org/details/abstractsofwhali2184denn/page/79	1849 1850 1851 1852	New Bedford, MA	2021-10-04	
AD20793	2-079	AV02226	Callao : 1852-1855	AS0080	Callao	AA1253	Taber, Henry & Co.	AM0256	Baker, Hiram	https://archive.org/details/abstractsofwhali2184denn/page/79	1852 1853 1854 1855	New Bedford, MA	2021-10-04	
AD20801	2-080	AV02242	Cambria : 1854-1858	AS0082	Cambria	AA1390	Wood, James B. & Co.	AM3773	Pease, Henry, Jr.	https://archive.org/details/abstractsofwhali2184denn/page/80	1854 1855 1856 1857 1858	New Bedford, MA	2021-10-04	
AD20802	2-080	AV02240	Cambria : 1847-1851	AS0082	Cambria	AA0027	Arnold, James	AM2434	Harding, Edward	https://archive.org/details/abstractsofwhali2184denn/page/80	1847 1848 1849 1850 1851	New Bedford, MA	2021-10-04	
AD20803	2-080	AV02241	Cambria : 1851-1854	AS0082	Cambria	AA1389	Wood, James B.	AM1384	Cottle, William	https://archive.org/details/abstractsofwhali2184denn/page/80	1851 1852 1853 1854	New Bedford, MA	2021-10-04	
AD20804	2-080	AV02247	Cambria : 1851	AS0082	Cambria	AA1389	Wood, James B.	AM1384	Cottle, William	https://archive.org/details/abstractsofwhali2184denn/page/80	1851	New Bedford, MA	2021-10-04	
AD20805	2-080	AV02271	Canada : 1851-1855	AS0083	Canada	AA1047	Ricketson, Barton	AM5260	West, Thomas	https://archive.org/details/abstractsofwhali2184denn/page/80	1851 1852 1853 1854 1855	New Bedford, MA	2021-10-04	
AD20811	2-081	AV02194	California : 1854-1858	AS0093	California	AA0641	Howland, I., Jr. & Co.	AM3286	Manchester, Wilbur P.	https://archive.org/details/abstractsofwhali2184denn/page/81	1854 1855 1856 1857 1858	New Bedford, MA	2021-10-04	
AD20812	2-081	AV02190	California : 1846-1849	AS0093	California	AA0641	Howland, I., Jr. & Co.	AM1853	Fisher, Charles	https://archive.org/details/abstractsofwhali2184denn/page/81	1846 1847 1848 1849	New Bedford, MA	2021-10-04	
AD20813	2-081	AV02192	California : 1849-1851	AS0093	California	AA0641	Howland, I., Jr. & Co.	AM0014	Adams, Charles Henry	https://archive.org/details/abstractsofwhali2184denn/page/81	1849 1850 1851	New Bedford, MA	2021-10-04	
AD20814	2-081	AV02193	California : 1851-1854	AS0093	California	AA0641	Howland, I., Jr. & Co.	AM5455	Wood, Daniel D.	https://archive.org/details/abstractsofwhali2184denn/page/81	1851 1852 1853 1854	New Bedford, MA	2021-10-04	
AD20821	2-082	AV02269	Canada : 1846-1849	AS0083	Canada	AA1047	Ricketson, Barton	AM4060	Reynard, William Hathaway	https://archive.org/details/abstractsofwhali2184denn/page/82	1846 1847 1848 1849	New Bedford, MA	2021-10-04	
AD20822	2-082	AV02268	Canada : 1843-1846	AS0083	Canada	AA1047	Ricketson, Barton	AM5063	Topham, William H.	https://archive.org/details/abstractsofwhali2184denn/page/82	1843 1844 1845 1846	New Bedford, MA	2021-10-04	
AD20831	2-083	AV02392	Caroline : 1846-1849	AS0084	Caroline	AA0524	Gifford, William	AM0842	Cary, Nathaniel C.	https://archive.org/details/abstractsofwhali2184denn/page/83	1846 1847 1848 1849	New Bedford, MA	2021-10-04	
AD20832	2-083	AV02393	Caroline : 1849-1852	AS0084	Caroline	AA0524	Gifford, William	AM3899	Plaskett, Henry Riddell	https://archive.org/details/abstractsofwhali2184denn/page/83	1849 1850 1851 1852	New Bedford, MA	2021-10-04	
AD20841	2-084	AV00551	Alice Frazier : 1851-1855	AS0032	Alice Frazier	AA0735	Kollock, Lemuel	AM4940	Taber, Daniel Howland	https://archive.org/details/abstractsofwhali2184denn/page/84	1851 1852 1853 1854 1855	New Bedford, MA	2021-10-04	
AD20842	2-084	AV02667	Charles Drew : 1844-1846	AS0081	Charles Drew	AA0524	Gifford, William	AM0842	Cary, Nathaniel C.	https://archive.org/details/abstractsofwhali2184denn/page/84	1844 1845 1846	New Bedford, MA	2021-10-04	
AD20843	2-084	AV02668	Charles Drew : 1846-1849	AS0081	Charles Drew	AA0524	Gifford, William	AM1163	Coffin, John T. or Wesley	https://archive.org/details/abstractsofwhali2184denn/page/84	1846 1847 1848 1849	New Bedford, MA	2021-10-04	
AD20844	2-084	AV02669	Charles Drew : 1849-1850	AS0081	Charles Drew	AA0524	Gifford, William	AM0842	Cary, Nathaniel C.	https://archive.org/details/abstractsofwhali2184denn/page/84	1849 1850	New Bedford, MA	2021-10-04	
AD20851	2-085	AV02300	Canton I : 1846-1850	AS0086	Canton I	AA0985	Perry, Jireh & Tillinghast	AM1872	Fisher, Jared, Jr.	https://archive.org/details/abstractsofwhali2184denn/page/85	1846 1847 1848 1849 1850	New Bedford, MA	2021-10-04	
AD20852	2-085	AV02301	Canton I : 1850-1852	AS0086	Canton I	AA0977	Perry & Tillinghast	AM0080	Allen, James Ryder	https://archive.org/details/abstractsofwhali2184denn/page/85	1850 1851 1852	New Bedford, MA	2021-10-04	
AD20853	2-085	AV02302	Canton I : 1852-1854	AS0086	Canton I	AA0980	Perry, E. & W. C. N. Swift	AM5400	Wing, Andrew Johnson	https://archive.org/details/abstractsofwhali2184denn/page/85	1852 1853 1854	New Bedford, MA	2021-10-04	
AD20861	2-086	AV02715	Charles W. Morgan : 1853-1856	AS0089	Charles W. Morgan	AA0641	Howland, I., Jr. & Co.	AM4106	Ripley, Tristram Pease	https://archive.org/details/abstractsofwhali2184denn/page/86	1853 1854 1855 1856	New Bedford, MA	2021-10-04	
AD20862	2-086	AV02713	Charles W. Morgan : 1845-1848	AS0089	Charles W. Morgan	AA0890	Morgan, Charles W.	AM4237	Sampson, John D.	https://archive.org/details/abstractsofwhali2184denn/page/86	1845 1846 1847 1848	New Bedford, MA	2021-10-04	
AD20863	2-086	AV02714	Charles W. Morgan : 1849-1853	AS0089	Charles W. Morgan	AA1056	Robinson, Edward M.	AM4237	Sampson, John D.	https://archive.org/details/abstractsofwhali2184denn/page/86	1849 1850 1851 1852 1853	New Bedford, MA	2021-10-04	
AD20871	2-087	AV03454	Courier : 1850-1856	AS0099	Courier	AA0353	Crocker, O. & George O.	AM2710	Howland, Charles F.	https://archive.org/details/abstractsofwhali2184denn/page/87	1850 1851 1852 1853 1854 1855 1856	New Bedford, MA	2021-10-04	
AD20872	2-087	AV02606	Charles : 1853-1854	AS0091	Charles	AA0736	Kollock, Lemuel & Son	AM3305	Manter, John	https://archive.org/details/abstractsofwhali2184denn/page/87	1853 1854	New Bedford, MA	2021-10-04	
AD20873	2-087	AV02604	Charles : 1845-1849	AS0091	Charles	AA1060	Rodman, Samuel	AM1075	Coan, Enard(e)	https://archive.org/details/abstractsofwhali2184denn/page/87	1845 1846 1847 1848 1849	New Bedford, MA	2021-10-04	
AD20874	2-087	AV02605	Charles : 1849-1853	AS0091	Charles	AA0735	Kollock, Lemuel	AM3284	Manchester, Richmond	https://archive.org/details/abstractsofwhali2184denn/page/87	1849 1850 1851 1852 1853	New Bedford, MA	2021-10-04	
AD20881	2-088	AV02837	Chili : 1852-1856	AS0107	Chili	AA0621	Howard, Benjamin B.	AM0142	Anderson, Matthew	https://archive.org/details/abstractsofwhali2184denn/page/88	1852 1853 1854 1855 1856	New Bedford, MA	2021-10-04	
AD20891	2-089	AV02851	China : 1852-1856	AS0092	China	AA0991	Phillips, William	AM2703	Howes, Willis	https://archive.org/details/abstractsofwhali2184denn/page/89	1852 1853 1854 1855 1856	New Bedford, MA	2021-10-04	
AD20892	2-089	AV02849	China : 1846-1850	AS0092	China	AA0991	Phillips, William	AM1858	Fisher, Elisha H.	https://archive.org/details/abstractsofwhali2184denn/page/89	1846 1847 1848 1849 1850	New Bedford, MA	2021-10-04	
AD20893	2-089	AV02850	China : 1850-1852	AS0092	China	AA0991	Phillips, William	AM4057	Reynard, Robert P.	https://archive.org/details/abstractsofwhali2184denn/page/89	1850 1851 1852	New Bedford, MA	2021-10-04	
AD20901	2-090	AV02877	Cicero : 1844-1846	AS0096	Cicero	AA0735	Kollock, Lemuel	AM2730	Howland, Jacob Akin	https://archive.org/details/abstractsofwhali2184denn/page/90	1844 1845 1846	New Bedford, MA	2021-10-04	
AD20902	2-090	AV02878	Cicero : 1846-1849	AS0096	Cicero	AA0735	Kollock, Lemuel	AM2730	Howland, Jacob A.	https://archive.org/details/abstractsofwhali2184denn/page/90	1846 1847 1848 1849	New Bedford, MA	2021-10-04	
AD20903	2-090	AV02879	Cicero : 1849-1853	AS0096	Cicero	AA0735	Kollock, Lemuel	AM2021	Fox, George	https://archive.org/details/abstractsofwhali2184denn/page/90	1849 1850 1851 1852 1853	New Bedford, MA	2021-10-04	
AD20911	2-091	AV03306	Copia : 1845-1848	AS0094	Copia	AA0735	Kollock, Lemuel	AM4940	Taber, Daniel Howland	https://archive.org/details/abstractsofwhali2184denn/page/91	1845 1846 1847 1848	New Bedford, MA	2021-10-04	
AD20912	2-091	AV03307	Copia : 1848-1852	AS0094	Copia	AA0735	Kollock, Lemuel	AM4940	Taber, Daniel Howland	https://archive.org/details/abstractsofwhali2184denn/page/91	1848 1849 1850 1851 1852	New Bedford, MA	2021-10-04	
AD20913	2-091	AV03309	Copia : 1852-1855	AS0094	Copia	AA0735	Kollock, Lemuel	AM3561	Newell, Charles H.	https://archive.org/details/abstractsofwhali2184denn/page/91	1852 1853 1854 1855	New Bedford, MA	2021-10-04	
AD20921	2-092	AV00551	Alice Frazier : 1851-1855	AS0032	Alice Frazier	AA0735	Kollock, Lemuel	AM4940	Taber, Daniel Howland	https://archive.org/details/abstractsofwhali2184denn/page/92	1851 1852 1853 1854 1855	New Bedford, MA	2021-10-04	
AD20931	2-093	AV03417	Cortes : 1853-1857	AS0098	Cortes	AA0639	Howland, George & Matthew	AM4696	Stetson, Charles F.	https://archive.org/details/abstractsofwhali2184denn/page/93	1853 1854 1855 1856 1857	New Bedford, MA	2021-10-04	
AD20932	2-093	AV03414	Cortes : 1846-1849	AS0098	Cortes	AA0636	Howland, George	AM4915	Swift, James H.	https://archive.org/details/abstractsofwhali2184denn/page/93	1846 1847 1848 1849	New Bedford, MA	2021-10-04	
AD20933	2-093	AV03415	Cortes : 1849-1851	AS0098	Cortes	AA0636	Howland, George	AM1430	Cromwell, Peter	https://archive.org/details/abstractsofwhali2184denn/page/93	1849 1850 1851	New Bedford, MA	2021-10-04	
AD20934	2-093	AV03416	Cortes : 1851-1853	AS0098	Cortes	AA0636	Howland, George	AM1430	Cromwell, Peter	https://archive.org/details/abstractsofwhali2184denn/page/93	1851 1852 1853	New Bedford, MA	2021-10-04	
AD20941	2-094	AV03453	Courier : 1846-1850	AS0099	Courier	AA1020	Randall & Haskell	AM2637	Holley, William	https://archive.org/details/abstractsofwhali2184denn/page/94	1846 1847 1848 1849 1850	New Bedford, MA	2021-10-04	
AD20942	2-094	AV03454	Courier : 1850-1856	AS0099	Courier	AA0353	Crocker, O. & George O.	AM2710	Howland, Charles F.	https://archive.org/details/abstractsofwhali2184denn/page/94	1850 1851 1852 1853 1854 1855 1856	New Bedford, MA	2021-10-04	
AD20951	2-095	AV03227	Condor : 1844-1846	AS0104	Condor	AA0890	Morgan, Charles W.	AM4948	Taber, Jacob	https://archive.org/details/abstractsofwhali2184denn/page/95	1844 1845 1846	New Bedford, MA	2021-10-04	
AD20952	2-095	AV03228	Condor : 1846-1848	AS0104	Condor	AA0890	Morgan, Charles W.	AM4948	Taber, Jacob	https://archive.org/details/abstractsofwhali2184denn/page/95	1846 1847 1848	New Bedford, MA	2021-10-04	
AD20953	2-095	AV03229	Condor : 1848-1850	AS0104	Condor	AA0998	Pope & Morgan	AM0080	Allen, James Ryder	https://archive.org/details/abstractsofwhali2184denn/page/95	1848 1849 1850	New Bedford, MA	2021-10-04	
AD20954	2-095	AV03230	Condor : 1850-1853	AS0104	Condor	AA0890	Morgan, Charles W.	AM2976	Kempton, Stephen	https://archive.org/details/abstractsofwhali2184denn/page/95	1850 1851 1852 1853	New Bedford, MA	2021-10-04	
AD20961	2-096	AV02834	Chili : 1845-1848	AS0107	Chili	AA0621	Howard, Benjamin B.	AM4086	Ricketson, Henry H.	https://archive.org/details/abstractsofwhali2184denn/page/96	1845 1846 1847 1848	New Bedford, MA	2021-10-04	
AD20962	2-096	AV02835	Chili : 1848-1852	AS0107	Chili	AA0621	Howard, Benjamin B.	AM1571	Dexter, Rodolphus W.	https://archive.org/details/abstractsofwhali2184denn/page/96	1848 1849 1850 1851 1852	New Bedford, MA	2021-10-04	
AD20971	2-097	AV03319	Coral : 1846-1850	AS0109	Coral	AA0012	Allen, Gideon	AM4295	Seabury, Humphrey Woodman	https://archive.org/details/abstractsofwhali2184denn/page/97	1846 1847 1848 1849 1850	New Bedford, MA	2021-10-04	
AD20972	2-097	AV04686	Euphrates : 1851-1854	AS0175	Euphrates	AA0635	Howland, Edward W.	AM3756	Peakes, Thomas M.	https://archive.org/details/abstractsofwhali2184denn/page/97	1851 1852 1853 1854	New Bedford, MA	2021-10-04	
AD20981	2-098	AV03248	Congress : 1846-1848	AS0112	Congress	AA0699	Jones, Edward C.	AM3124	Little, Charles, II	https://archive.org/details/abstractsofwhali2184denn/page/98	1846 1847 1848	New Bedford, MA	2021-10-04	
AD20982	2-098	AV03249	Congress : 1849-1851	AS0112	Congress	AA0699	Jones, Edward C.	AM3421	Mendall, Nathan H.	https://archive.org/details/abstractsofwhali2184denn/page/98	1849 1850 1851	New Bedford, MA	2021-10-04	
AD20983	2-098	AV03250	Congress : 1851-1854	AS0112	Congress	AA0699	Jones, Edward C.	AM3421	Mendall, Nathan H.	https://archive.org/details/abstractsofwhali2184denn/page/98	1851 1852 1853 1854	New Bedford, MA	2021-10-04	
AD20991	2-099	AV02304	Canton II : 1845-1847	AS0087	Canton II	AA1305	Tucker, Charles R. & Co.	AM4946	Taber, George	https://archive.org/details/abstractsofwhali2184denn/page/99	1845 1846 1847	New Bedford, MA	2021-10-04	
AD20992	2-099	AV02305	Canton II : 1847-1851	AS0087	Canton II	AA1305	Tucker, Charles R. & Co.	AM4946	Taber, George	https://archive.org/details/abstractsofwhali2184denn/page/99	1847 1848 1849 1850 1851	New Bedford, MA	2021-10-04	
AD20993	2-099	AV02306	Canton II : 1851-1855	AS0087	Canton II	AA1305	Tucker, Charles R. & Co.	AM1942	Folger, Henry B.	https://archive.org/details/abstractsofwhali2184denn/page/99	1851 1852 1853 1854 1855	New Bedford, MA	2021-10-04	
AD21001	2-100	AV02331	Canton Packet : 1853-1857	AS0088	Canton Packet	AA0104	Bartlett, Ivory H. & Son	AM0512	Borden, Gilbert Bennett	https://archive.org/details/abstractsofwhali2184denn/page/100	1853 1854 1855 1856 1857	New Bedford, MA	2021-10-04	
AD21002	2-100	AV02329	Canton Packet : 1845-1849	AS0088	Canton Packet	AA0103	Bartlett, Ivory H.	AM4316	Shearman, Humphrey	https://archive.org/details/abstractsofwhali2184denn/page/100	1845 1846 1847 1848 1849	New Bedford, MA	2021-10-04	
AD21003	2-100	AV02330	Canton Packet : 1849-1853	AS0088	Canton Packet	AA0104	Bartlett, Ivory H. & Son	AM2748	Howland, Timothy J.	https://archive.org/details/abstractsofwhali2184denn/page/100	1849 1850 1851 1852 1853	New Bedford, MA	2021-10-04	
AD21011	2-101	AV02811	Cherokee : 1851-1855	AS0101	Cherokee	AA0564	Hathaway & Luce	AM4537	Smith, Philander	https://archive.org/details/abstractsofwhali2184denn/page/101	1851 1852 1853 1854 1855	New Bedford, MA	2021-10-04	
AD21012	2-101	AV02808	Cherokee : 1846-1849	AS0101	Cherokee	AA0564	Hathaway & Luce	AM1046	Cleaveland (Cleveland), Jacob L.	https://archive.org/details/abstractsofwhali2184denn/page/101	1846 1847 1848 1849	New Bedford, MA	2021-10-04	
AD21013	2-101	AV02809	Cherokee : 1849-1851	AS0101	Cherokee	AA0564	Hathaway & Luce	AM1046	Cleaveland, Jacob L.	https://archive.org/details/abstractsofwhali2184denn/page/101	1849 1850 1851	New Bedford, MA	2021-10-04	
AD21021	2-102	AV02942	Clarice : 1853-1857	AS0102	Clarice	AA0699	Jones, Edward C.	AM2211	Gifford, Peleg W.	https://archive.org/details/abstractsofwhali2184denn/page/102	1853 1854 1855 1856 1857	New Bedford, MA	2021-10-04	
AD21022	2-102	AV02939	Clarice : 1845-1846	AS0102	Clarice	AA0998	Pope & Morgan	AM5157	Wady, Henry A.	https://archive.org/details/abstractsofwhali2184denn/page/102	1845 1846	New Bedford, MA	2021-10-04	
AD21023	2-102	AV02940	Clarice : 1846-1849	AS0102	Clarice	AA0699	Jones, Edward C.	AM2211	Gifford, Peleg W.	https://archive.org/details/abstractsofwhali2184denn/page/102	1846 1847 1848 1849	New Bedford, MA	2021-10-04	
AD21024	2-102	AV02941	Clarice : 1850-1853	AS0102	Clarice	AA0699	Jones, Edward C.	AM2211	Gifford, Peleg W.	https://archive.org/details/abstractsofwhali2184denn/page/102	1850 1851 1852 1853	New Bedford, MA	2021-10-04	
AD21031	2-103	AV03435	Council : 1847-1849	AS1161	Council	AA0623	Howe & Lord	AM2164	Genn (Ghen), Josiah	https://archive.org/details/abstractsofwhali2184denn/page/103	1847 1848 1849	Boston, MA	2021-10-04	
AD21032	2-103	AV03436	Council : 1849	AS1161	Council			AM2585	Higgins, Barzillai	https://archive.org/details/abstractsofwhali2184denn/page/103	1849	Provincetown, MA	2021-10-04	
AD21033	2-103	AV03437	Council : 1850	AS1161	Council	AA0593	Higgins, H. P.	AM2585	Higgins, Barzillai	https://archive.org/details/abstractsofwhali2184denn/page/103	1850	Provincetown, MA	2021-10-04	
AD21034	2-103	AV03439	Council : 1851	AS1161	Council	AA0593	Higgins, H. P.	AM2164	Genn (Ghen), Josiah	https://archive.org/details/abstractsofwhali2184denn/page/103	1851	Provincetown, MA	2021-10-04	
AD21035	2-103	AV02046	Brighton : 1850-1854	AS0068	Brighton	AA1276	Thompson, James D.	AM5198	Weaver, Michael	https://archive.org/details/abstractsofwhali2184denn/page/103	1850 1851 1852 1853 1854	New Bedford, MA	2021-10-04	
AD21041	2-104	AV03386	Cornelia : 1843-1846	AS0105	Cornelia	AA0735	Kollock, Lemuel	AM1911	Flanders, Daniel	https://archive.org/details/abstractsofwhali2184denn/page/104	1843 1844 1845 1846	New Bedford, MA	2021-10-04	
AD21042	2-104	AV03387	Cornelia : 1846-1848	AS0105	Cornelia	AA0735	Kollock, Lemuel	AM1911	Flanders, Daniel	https://archive.org/details/abstractsofwhali2184denn/page/104	1846 1847 1848	New Bedford, MA	2021-10-04	
AD21043	2-104	AV03388	Cornelia : 1848-1850	AS0105	Cornelia	AA0735	Kollock, Lemuel	AM1539	Davoll, Edward S.	https://archive.org/details/abstractsofwhali2184denn/page/104	1848 1849 1850	New Bedford, MA	2021-10-04	
AD21044	2-104	AV03389	Cornelia : 1850-1853	AS0105	Cornelia	AA0735	Kollock, Lemuel	AM1539	Davoll, Edward S.	https://archive.org/details/abstractsofwhali2184denn/page/104	1850 1851 1852 1853	New Bedford, MA	2021-10-04	
AD21051	2-105	AV02775	Charleston Packet : 1851-1853	AS0106	Charleston Packet	AA0733	Knowles, Thomas & Co.	AM3102	Lewis, Henry	https://archive.org/details/abstractsofwhali2184denn/page/105	1851 1852 1853	New Bedford, MA	2021-10-04	
AD21052	2-105	AV02772	Charleston Packet : 1844-1846	AS0106	Charleston Packet	AA0733	Knowles, Thomas & Co.	AM2749	Howland, Warren	https://archive.org/details/abstractsofwhali2184denn/page/105	1844 1845 1846	New Bedford, MA	2021-10-04	
AD21053	2-105	AV02773	Charleston Packet : 1846-1848	AS0106	Charleston Packet	AA0733	Knowles, Thomas & Co.	AM0458	Besse, Alden	https://archive.org/details/abstractsofwhali2184denn/page/105	1846 1847 1848	New Bedford, MA	2021-10-04	
AD21054	2-105	AV02774	Charleston Packet : 1848-1850	AS0106	Charleston Packet	AA0733	Knowles, Thomas & Co.	AM3102	Lewis, Henry	https://archive.org/details/abstractsofwhali2184denn/page/105	1848 1849 1850	New Bedford, MA	2021-10-04	
AD21061	2-106	AV03089	Columbus : 1844-1847	AS0110	Columbus	AA1065	Rodman, William R.	AM2829	Hutchins, Robert C.	https://archive.org/details/abstractsofwhali2184denn/page/106	1844 1845 1846 1847	New Bedford, MA	2021-10-04	
AD21062	2-106	AV03090	Columbus : 1847-1850	AS0110	Columbus	AA1065	Rodman, William R.	AM1522	Davis, Henry W.	https://archive.org/details/abstractsofwhali2184denn/page/106	1847 1848 1849 1850	New Bedford, MA	2021-10-04	
AD21063	2-106	AV03091	Columbus : 1850-1854	AS0110	Columbus	AA1065	Rodman, William R.	AM0821	Carr, John G.	https://archive.org/details/abstractsofwhali2184denn/page/106	1850 1851 1852 1853 1854	New Bedford, MA	2021-10-04	
AD21071	2-107	AV02530	Champion : 1844-1847	AS0114	Champion	AA1276	Thompson, James D.	AM4249	Sanford, Isaac John	https://archive.org/details/abstractsofwhali2184denn/page/107	1844 1845 1846 1847	New Bedford, MA	2021-10-04	
AD21072	2-107	AV02532	Champion : 1847-1850	AS0114	Champion	AA1276	Thompson, James D.	AM3727	Parker, Avery Fortunee	https://archive.org/details/abstractsofwhali2184denn/page/107	1847 1848 1849 1850	New Bedford, MA	2021-10-04	
AD21081	2-108	AV02995	Clifford Wayne : 1844-1847	AS1114	Clifford Wayne	AA1110	Sawin, Ezekiel	AM2718	Howland, Ezra T.	https://archive.org/details/abstractsofwhali2184denn/page/108	1844 1845 1846 1847	Fairhaven, MA	2021-10-04	
AD21082	2-108	AV02996	Clifford Wayne : 1848-1851	AS1114	Clifford Wayne	AA1110	Sawin, Ezekiel	AM5159	Wady, John H.	https://archive.org/details/abstractsofwhali2184denn/page/108	1848 1849 1850 1851	Fairhaven, MA	2021-10-04	
AD21083	2-108	AV02997	Clifford Wayne : 1851-1855	AS1114	Clifford Wayne	AA1110	Sawin, Ezekiel	AM1522	Davis, Henry W.	https://archive.org/details/abstractsofwhali2184denn/page/108	1851 1852 1853 1854 1855	Fairhaven, MA	2021-10-04	
AD21091	2-109	AV03064	Columbus : 1846-1849	AS1124	Columbus	AA0509	Gibbs & Jenney	AM1828	Fish, Frederick L.	https://archive.org/details/abstractsofwhali2184denn/page/109	1846 1847 1848 1849	Fairhaven, MA	2021-10-04	
AD21092	2-109	AV03063	Columbus : 1843-1846	AS1124	Columbus	AA0509	Gibbs & Jenney	AM1828	Fish, Frederick L.	https://archive.org/details/abstractsofwhali2184denn/page/109	1843 1844 1845 1846	Fairhaven, MA	2021-10-04	
AD21101	2-110	AV09743	Midas : 1853-1857	AS0405	Midas	AA1390	Wood, James B. & Co.	AM2718	Howland, Ezra T.	https://archive.org/details/abstractsofwhali2184denn/page/110	1853 1854 1855 1856 1857	New Bedford, MA	2021-10-04	
AD21102	2-110	AV02542	Champion : 1844-1845	AS1065	Champion	AA0589	Hicks, Andrew	AM4602	Sowle, Edward G.	https://archive.org/details/abstractsofwhali2184denn/page/110	1844 1845	Westport, MA	2021-10-04	
AD21103	2-110	AV02543	Champion : 1845-1846	AS1065	Champion	AA0589	Hicks, Andrew	AM2190	Gifford, Daniel T.	https://archive.org/details/abstractsofwhali2184denn/page/110	1845 1846	Westport, MA	2021-10-04	
AD21104	2-110	AV02544	Champion : 1847-1848	AS1065	Champion	AA0589	Hicks, Andrew	AM2112	Gardner, John S.	https://archive.org/details/abstractsofwhali2184denn/page/110	1847 1848	Westport, MA	2021-10-04	
AD21105	2-110	AV02545	Champion : 1849-1853	AS1065	Champion	AA0589	Hicks, Andrew	AM2112	Gardner, John S.	https://archive.org/details/abstractsofwhali2184denn/page/110	1849 1850 1851 1852 1853	Westport, MA	2021-10-04	
AD21111	2-111	AV02476	Catherwood : 1844-1845	AS1057	Catherwood	AA0835	Mayhew, Thomas W.	AM0508	Boodry, William D.	https://archive.org/details/abstractsofwhali2184denn/page/111	1844 1845	Westport, MA	2021-10-04	
AD21112	2-111	AV02478	Catherwood : 1845-1847	AS1057	Catherwood	AA0835	Mayhew, Thomas W.	AM1472	Cushing, Elnathan H.	https://archive.org/details/abstractsofwhali2184denn/page/111	1845 1846 1847	Westport, MA	2021-10-04	
AD21113	2-111	AV02479	Catherwood : 1848-1850	AS1057	Catherwood	AA0835	Mayhew, Thomas W.	AM4657	Stanton, William B.	https://archive.org/details/abstractsofwhali2184denn/page/111	1848 1849 1850	Westport, MA	2021-10-04	
AD21114	2-111	AV02480	Catherwood : 1851-1853	AS1057	Catherwood	AA0835	Mayhew, Thomas W.	AM0061	Allen, David E.	https://archive.org/details/abstractsofwhali2184denn/page/111	1851 1852 1853	Westport, MA	2021-10-04	
AD21121	2-112	AV03425	Cossack : 1850-1853	AS0122	Cossack			AM4392	Slocum, Charles	https://archive.org/details/abstractsofwhali2184denn/page/112	1850 1851 1852 1853	New Bedford, MA	2021-10-04	
AD21122	2-112	AV03426	Cossack : 1853-1857	AS0122	Cossack	AA0600	Hitch, Charles & Son	AM5085	Tripp, Ansel	https://archive.org/details/abstractsofwhali2184denn/page/112	1853 1854 1855 1856 1857	New Bedford, MA	2021-10-04	
AD21123	2-112	AV03430	Cossack : 1846-1850	AS0122	Cossack	AA0780	Luce, Stephen C.	AM1760	Dexter, Leonard S.	https://archive.org/details/abstractsofwhali2184denn/page/112	1846 1847 1848 1849 1850	Sippican, MA	2021-10-04	
AD21131	2-113	AV03152	Commodore Morris : 1853-1858	AS0133	Commodore Morris	AA1242	Swift, Oliver C.	AM3045	Lawrence, Lewis H.	https://archive.org/details/abstractsofwhali2184denn/page/113	1853 1854 1855 1856 1857 1858	Falmouth, MA	2021-10-04	
AD21132	2-113	AV03150	Commodore Morris : 1845-1849	AS0133	Commodore Morris	AA1242	Swift, Oliver C.	AM2923	Jones, Silas, Jr.	https://archive.org/details/abstractsofwhali2184denn/page/113	1845 1846 1847 1848 1849	Falmouth, MA	2021-10-04	
AD21133	2-113	AV03151	Commodore Morris : 1849-1853	AS0133	Commodore Morris	AA1242	Swift, Oliver C.	AM3045	Lawrence, Lewis H.	https://archive.org/details/abstractsofwhali2184denn/page/113	1849 1850 1851 1852 1853	Falmouth, MA	2021-10-04	
AD21141	2-114	AV12987	Sea Breeze : 1853-1856	AS0628	Sea Breeze	AA1115	Seabury, Otis & Edward W.	AM1475	Cushman, Benjamin	https://archive.org/details/abstractsofwhali2184denn/page/114	1853 1854 1855 1856	New Bedford, MA	2021-10-04	
AD21142	2-114	AV02522	Champion : 1845-1848	AS1064	Champion	AA0925	Norton, Grafton	AM3429	Merry, William	https://archive.org/details/abstractsofwhali2184denn/page/114	1845 1846 1847 1848	Edgartown, MA	2021-10-04	
AD21143	2-114	AV02523	Champion : 1848-1851	AS1064	Champion	AA1391	Worth, Benjamin	AM1275	Colt, Henry	https://archive.org/details/abstractsofwhali2184denn/page/114	1848 1849 1850 1851	Edgartown, MA	2021-10-04	
