DWid	DW	voyageID	voyage	vesselID	vessel	agentID	agent	masterID	master	DWlink	other_years	port	change_date	changer
AD21151	2-115	AV02452	Catawba : 1848-1852	AS1052	Catawba	AA0265	Coffin, Charles G. & H.	AM4800	Swain, Obed, II	https://archive.org/details/abstractsofwhali2184denn/page/115	1848 1849 1850 1851 1852	Nantucket, MA	2021-10-04	
AD21152	2-115	AV02453	Catawba : 1852-1857	AS1052	Catawba			AM4800	Swain, Obed, II	https://archive.org/details/abstractsofwhali2184denn/page/115	1852 1853 1854 1855 1856 1857	Nantucket, MA	2021-10-04	
AD21161	2-116	AV02558	Chanticleer : 1850	AS1067	Chanticleer	AA0324	Cook, Samuel	AM1302	Cook, Henry	https://archive.org/details/abstractsofwhali2184denn/page/116	1850	Provincetown, MA	2021-10-04	
AD21162	2-116	AV02561	Chanticleer : 1852	AS1067	Chanticleer	AA0324	Cook, Samuel	AM1292	Cook, Alfred	https://archive.org/details/abstractsofwhali2184denn/page/116	1852	Provincetown, MA	2021-10-04	
AD21163	2-116	AV02625	Charles and Henry : 1845	AS1074	Charles and Henry			AM4272	Sayer, Benjamin C.	https://archive.org/details/abstractsofwhali2184denn/page/116	1845	Nantucket, MA	2021-10-04	
AD21164	2-116	AV03521	Cynosure : 1845-1847	AS1180	Cynosure	AA1299	Trumbull, John F.	AM4376	Simonds, Walter	https://archive.org/details/abstractsofwhali2184denn/page/116	1845 1846 1847	Stonington, CT	2021-10-04	
AD21171	2-117	AV02634	Charles Carroll : 1848-1852	AS1077	Charles Carroll	AA1233	Swain, W. C.	AM3145	Long, Josiah C.	https://archive.org/details/abstractsofwhali2184denn/page/117	1848 1849 1850 1851 1852	Nantucket, MA	2021-10-04	
AD21172	2-117	AV02811	Cherokee : 1851-1855	AS0101	Cherokee	AA0564	Hathaway & Luce	AM4537	Smith, Philander	https://archive.org/details/abstractsofwhali2184denn/page/117	1851 1852 1853 1854 1855	New Bedford, MA	2021-10-04	
AD21181	2-118	AV02866	Christopher Mitchell : 1853-1856	AS0124	Christopher Mitchell	AA0713	Kempton, David B.	AM4395	Slocum, Frederick	https://archive.org/details/abstractsofwhali2184denn/page/118	1853 1854 1855 1856	New Bedford, MA	2021-10-04	
AD21182	2-118	AV02864	Christopher Mitchell : 1845-1848	AS0124	Christopher Mitchell	AA0861	Mitchell, Christopher & Co.	AM0006	Ackley, Enoch	https://archive.org/details/abstractsofwhali2184denn/page/118	1845 1846 1847 1848	Nantucket, MA	2021-10-04	
AD21183	2-118	AV02865	Christopher Mitchell : 1848-1852	AS0124	Christopher Mitchell	AA0861	Mitchell, Christopher & Co.	AM4741	Sullivan, Thomas	https://archive.org/details/abstractsofwhali2184denn/page/118	1848 1849 1850 1851 1852	Nantucket, MA	2021-10-04	
AD21191	2-119	AV01301	Atkins Adams : 1854-1858	AS0920	Atkins Adams			AM5388	Wilson, George	https://archive.org/details/abstractsofwhali2184denn/page/119	1854 1855 1856 1857 1858	Fairhaven, MA	2021-10-04	
AD21192	2-119	AV01299	Atkins Adams : 1846-1850	AS0920	Atkins Adams	AA0003	Adams, Atkins	AM3027	Lane, Samuel	https://archive.org/details/abstractsofwhali2184denn/page/119	1846 1847 1848 1849 1850	Fairhaven, MA	2021-10-04	
AD21193	2-119	AV01300	Atkins Adams : 1850-1854	AS0920	Atkins Adams	AA0129	Blackler, William G.	AM1843	Fish, Moses Robinson	https://archive.org/details/abstractsofwhali2184denn/page/119	1850 1851 1852 1853 1854	Fairhaven, MA	2021-10-04	
AD21201	2-120	AV03020	Columbia : 1846-1850	AS1121	Columbia	AA0265	Coffin, Charles G. & H.	AM0915	Chase, Joseph C.	https://archive.org/details/abstractsofwhali2184denn/page/120	1846 1847 1848 1849 1850	Nantucket, MA	2021-10-04	
AD21202	2-120	AV03021	Columbia : 1850-1854	AS1121	Columbia	AA0265	Coffin, Charles G. & H.	AM0854	Cash, William	https://archive.org/details/abstractsofwhali2184denn/page/120	1850 1851 1852 1853 1854	Nantucket, MA	2021-10-04	
AD21211	2-121	AV03291	Constitution : 1852-1856	AS1146	Constitution	AA0265	Coffin, Charles G. & H.	AM5426	Winslow, Joseph (Jr.)	https://archive.org/details/abstractsofwhali2184denn/page/121	1852 1853 1854 1855 1856	Nantucket, MA	2021-10-04	
AD21212	2-121	AV03290	Constitution : 1847-1852	AS1146	Constitution	AA0265	Coffin, Charles G. & H.	AM0739	Bunker, Obed R.	https://archive.org/details/abstractsofwhali2184denn/page/121	1847 1848 1849 1850 1851 1852	Nantucket, MA	2021-10-04	
AD21221	2-122	AV03530	Cyrus : 1845	AS1181	Cyrus	AA0907	Myrick, George, Jr.	AM3528	Myrick, Alexander M.	https://archive.org/details/abstractsofwhali2184denn/page/122	1845	Nantucket, MA	2021-10-04	
AD21222	2-122	AV09490	McLellan : 1846	AS1913	McLellan	AA0972	Perkins & Smith	AM4388	Slate, Jeremiah	https://archive.org/details/abstractsofwhali2184denn/page/122	1846	New London, CT	2021-10-04	
AD21223	2-122	AV09491	McLellan : 1847	AS1913	McLellan	AA0972	Perkins & Smith	AM3821	Perkins, Levi	https://archive.org/details/abstractsofwhali2184denn/page/122	1847	New London, CT	2021-10-04	
AD21224	2-122	AV09493	McLellan : 1848	AS1913	McLellan			AM5294	Whipple, Henry W.	https://archive.org/details/abstractsofwhali2184denn/page/122	1848	New London, CT	2021-10-04	
AD21225	2-122	AV09494	McLellan : 1849	AS1913	McLellan	AA0972	Perkins & Smith	AM0885	Chapel, Christopher B.	https://archive.org/details/abstractsofwhali2184denn/page/122	1849	New London, CT	2021-10-04	
AD21226	2-122	AV09496	McLellan : 1850	AS1913	McLellan	AA0972	Perkins & Smith	AM3821	Perkins, Levi	https://archive.org/details/abstractsofwhali2184denn/page/122	1850	New London, CT	2021-10-04	
AD21227	2-122	AV09497	McLellan : 1851	AS1913	McLellan	AA0972	Perkins & Smith	AM3980	Quayle, William	https://archive.org/details/abstractsofwhali2184denn/page/122	1851	New London, CT	2021-10-04	
AD21231	2-123	AV02438	Carter Braxton : 1845-1846	AS1049	Carter Braxton	AA0039	Atkins, Joseph	AM3336	Martin, William	https://archive.org/details/abstractsofwhali2184denn/page/123	1845 1846	Provincetown, MA	2021-10-04	
AD21232	2-123	AV02903	City : 1850-1853	AS0127	City	AA0632	Howland, Abraham H.	AM1727	Eldridge, Henry	https://archive.org/details/abstractsofwhali2184denn/page/123	1850 1851 1852 1853	New Bedford, MA	2021-10-04	
AD21233	2-123	AV02904	City : 1853-1854	AS0127	City	AA0632	Howland, Abraham H.	AM2217	Gifford, Shubael Henry	https://archive.org/details/abstractsofwhali2184denn/page/123	1853 1854	New Bedford, MA	2021-10-04	
AD21241	2-124	AV12002	Prudent : 1844-1847	AS2246	Prudent	AA1371	Williams, Charles P.	AM0587	Brewster, Charles Oscar	https://archive.org/details/abstractsofwhali2184denn/page/124	1844 1845 1846 1847	Stonington, CT	2021-10-04	
AD21242	2-124	AV12003	Prudent : 1848-1850	AS2246	Prudent	AA1371	Williams, Charles P.	AM3543	Nash, Ellery	https://archive.org/details/abstractsofwhali2184denn/page/124	1848 1849 1850	Stonington, CT	2021-10-04	
AD21243	2-124	AV12004	Prudent : 1850-1855	AS2246	Prudent	AA1371	Williams, Charles P.	AM3543	Nash, Ellery	https://archive.org/details/abstractsofwhali2184denn/page/124	1850 1851 1852 1853 1854 1855	Stonington, CT	2021-10-04	
AD21251	2-125	AV03186	Commodore Preble : 1853-1857	AS1138	Commodore Preble	AA0150	Breed, Andrews	AM3958	Prentice, Samuel M.	https://archive.org/details/abstractsofwhali2184denn/page/125	1853 1854 1855 1856 1857	Lynn, MA	2021-10-04	
AD21252	2-125	AV03183	Commodore Preble : 1845-1848	AS1138	Commodore Preble	AA0150	Breed, Andrews	AM3021	Lamphier	https://archive.org/details/abstractsofwhali2184denn/page/125	1845 1846 1847 1848	Lynn, MA	2021-10-04	
AD21253	2-125	AV03184	Commodore Preble : 1848-1851	AS1138	Commodore Preble	AA0150	Breed, Andrews	AM3021	Lamphier, Benjamin B.	https://archive.org/details/abstractsofwhali2184denn/page/125	1848 1849 1850 1851	Lynn, MA	2021-10-04	
AD21254	2-125	AV03185	Commodore Preble : 1851-1853	AS1138	Commodore Preble	AA0150	Breed, Andrews	AM3021	Lamphier	https://archive.org/details/abstractsofwhali2184denn/page/125	1851 1852 1853	Lynn, MA	2021-10-04	
AD21271	2-127	AV01334	Atlantic : 1851-1854	AS0023	Atlantic	AA0564	Hathaway & Luce	AM3199	Luce, Richard G.	https://archive.org/details/abstractsofwhali2184denn/page/127	1851 1852 1853 1854	New Bedford, MA	2021-10-04	
AD21272	2-127	AV02575	Chariot : 1844-1847	AS1068	Chariot	AA1342	Wheaton, Nathan M.	AM3195	Luce, Obed	https://archive.org/details/abstractsofwhali2184denn/page/127	1844 1845 1846 1847	Warren, RI	2021-10-04	
AD21273	2-127	AV02851	China : 1852-1856	AS0092	China	AA0991	Phillips, William	AM2703	Howes, Willis	https://archive.org/details/abstractsofwhali2184denn/page/127	1852 1853 1854 1855 1856	New Bedford, MA	2021-10-04	
AD21281	2-128	AV03469	Covington : 1846-1849	AS1165	Covington	AA0227	Child, Shubael P.	AM1582	Devoll, Obadiah B.	https://archive.org/details/abstractsofwhali2184denn/page/128	1846 1847 1848 1849	Warren, RI	2021-10-04	
AD21282	2-128	AV03470	Covington : 1849-1852	AS1165	Covington	AA0227	Child, Shubael P.	AM1582	Devoll, Obadiah B.	https://archive.org/details/abstractsofwhali2184denn/page/128	1849 1850 1851 1852	Warren, RI	2021-10-04	
AD21283	2-128	AV03471	Covington : 1852-1856	AS1165	Covington	AA0224	Child, Charles T.	AM3563	Newman, Allen M.	https://archive.org/details/abstractsofwhali2184denn/page/128	1852 1853 1854 1855 1856	Warren, RI	2021-10-04	
AD21291	2-129	AV11472	Petrel : 1853-1857	AS0545	Petrel	AA1279	Thornton, John R.	AM5109	Tucker, Moses G.	https://archive.org/details/abstractsofwhali2184denn/page/129	1853 1854 1855 1856 1857	New Bedford, MA	2021-10-04	
AD21292	2-129	AV02359	Caravan : 1849-1852	AS0129	Caravan	AA0767	Lindsey, Jonathan W.	AM1585	Dimon, Francis	https://archive.org/details/abstractsofwhali2184denn/page/129	1849 1850 1851 1852	Fall River, MA	2021-10-04	
AD21293	2-129	AV02440	Cassander : 1844-1847	AS1050	Cassander	AA1007	Potter, Nathaniel F.	AM3003	King, Henry F.	https://archive.org/details/abstractsofwhali2184denn/page/129	1844 1845 1846 1847	Providence, RI	2021-10-04	
AD21294	2-129	AV02441	Cassander : 1847-1848	AS1050	Cassander	AA1007	Potter, Nathaniel F.	AM5421	Winslow, Henry	https://archive.org/details/abstractsofwhali2184denn/page/129	1847 1848	Providence, RI	2021-10-04	
AD21295	2-129	AV02358	Caravan : 1845-1849	AS0129	Caravan	AA0767	Lindsey, Jonathan W.	AM3275	Manchester, Benjamin F.	https://archive.org/details/abstractsofwhali2184denn/page/129	1845 1846 1847 1848 1849	Fall River, MA	2021-10-04	
AD21301	2-130	AV02131	Cabinet : 1843-1845	AS1016	Cabinet	AA1299	Trumbull, John F.	AM3632	Noyes, William	https://archive.org/details/abstractsofwhali2184denn/page/130	1843 1844 1845	Stonington, CT	2021-10-04	
AD21302	2-130	AV02132	Cabinet : 1845-1848	AS1016	Cabinet	AA1299	Trumbull, John F.	AM0521	Bottom, John	https://archive.org/details/abstractsofwhali2184denn/page/130	1845 1846 1847 1848	Stonington, CT	2021-10-04	
AD21303	2-130	AV02133	Cabinet : 1848-1851	AS1016	Cabinet	AA1299	Trumbull, John F.	AM2494	Hathaway, Humphrey	https://archive.org/details/abstractsofwhali2184denn/page/130	1848 1849 1850 1851	Stonington, CT	2021-10-04	
AD21304	2-130	AV02134	Cabinet : 1851-1854	AS1016	Cabinet	AA1299	Trumbull, John F.	AM3632	Noyes, William	https://archive.org/details/abstractsofwhali2184denn/page/130	1851 1852 1853 1854	Stonington, CT	2021-10-04	
AD21311	2-131	AV02699	Charles Phelps : 1853-1859	AS1085	Charles Phelps	AA1371	Williams, Charles P.	AM3063	Layton, William	https://archive.org/details/abstractsofwhali2184denn/page/131	1853 1854 1855 1856 1857 1858 1859	Stonington, CT	2021-10-04	
AD21312	2-131	AV02696	Charles Phelps : 1844-1847	AS1085	Charles Phelps	AA1371	Williams, Charles P.	AM3808	Pendleton, Gilbert, Jr.	https://archive.org/details/abstractsofwhali2184denn/page/131	1844 1845 1846 1847	Stonington, CT	2021-10-04	
AD21313	2-131	AV02697	Charles Phelps : 1847-1850	AS1085	Charles Phelps	AA1371	Williams, Charles P.	AM0756	Burch (Burtch), Billings	https://archive.org/details/abstractsofwhali2184denn/page/131	1847 1848 1849 1850	Stonington, CT	2021-10-04	
AD21314	2-131	AV02698	Charles Phelps : 1850-1853	AS1085	Charles Phelps	AA1371	Williams, Charles P.	AM0756	Burch (Burtch), Billings	https://archive.org/details/abstractsofwhali2184denn/page/131	1850 1851 1852 1853	Stonington, CT	2021-10-04	
AD21321	2-132	AV01134	Antelope : 1851-1855	AS0029	Antelope	AA0798	Macy & Clark	AM3944	Potter, Oliver	https://archive.org/details/abstractsofwhali2184denn/page/132	1851 1852 1853 1854 1855	Newport, RI	2021-10-04	
AD21322	2-132	AV02186	Caledonia : 1846-1848	AS1024	Caledonia	AA1371	Williams, Charles P.	AM0284	Barber, Albert D.	https://archive.org/details/abstractsofwhali2184denn/page/132	1846 1847 1848	New London, CT	2021-10-04	
AD21331	2-133	AV10279	Nassau : 1853-1856	AS0492	Nassau			AM3518	Murdock, Henry Clay	https://archive.org/details/abstractsofwhali2184denn/page/133	1853 1854 1855 1856	New Bedford, MA	2021-10-04	
AD21332	2-133	AV02891	Cincinnati : 1849-1852	AS1102	Cincinnati	AA0969	Pendleton, F. & Co.	AM5362	Williams, Frederick Stanton	https://archive.org/details/abstractsofwhali2184denn/page/133	1849 1850 1851 1852	Stonington, CT	2021-10-04	
AD21333	2-133	AV02892	Cincinnati : 1852-1856	AS1102	Cincinnati	AA0969	Pendleton, F. & Co.	AM5362	Williams, Frederick Stanton	https://archive.org/details/abstractsofwhali2184denn/page/133	1852 1853 1854 1855 1856	Stonington, CT	2021-10-04	
AD21334	2-133	AV03424	Corvo : 1845-1847	AS1160	Corvo	AA1371	Williams, Charles P.	AM0756	Burch (Burtch), Billings	https://archive.org/details/abstractsofwhali2184denn/page/133	1845 1846 1847	Stonington, CT	2021-10-04	
AD21335	2-133	AV02890	Cincinnati : 1845-1849	AS1102	Cincinnati	AA0970	Pendleton, F. Stanton	AM5362	Williams, Frederick Stanton	https://archive.org/details/abstractsofwhali2184denn/page/133	1845 1846 1847 1848 1849	Stonington, CT	2021-10-04	
AD21341	2-134	AV02234	Calumet : 1846	AS1026	Calumet	AA1371	Williams, Charles P.	AM4383	Skinner, James T.	https://archive.org/details/abstractsofwhali2184denn/page/134	1846	Stonington, CT	2021-10-04	
AD21342	2-134	AV02235	Calumet : 1846-1849	AS1026	Calumet	AA1371	Williams, Charles P.	AM4383	Skinner, James T.	https://archive.org/details/abstractsofwhali2184denn/page/134	1846 1847 1848 1849	Stonington, CT	2021-10-04	
AD21343	2-134	AV02986	Cleora : 1852-1855	AS0126	Cleora	AA0600	Hitch, Charles & Son	AM4506	Smith, James L.	https://archive.org/details/abstractsofwhali2184denn/page/134	1852 1853 1854 1855	New Bedford, MA	2021-10-04	
AD21351	2-135	AV02975	Cleone : 1852-1855	AS0121	Cleone	AA0831	Maxfield, Edmund	AM4350	Sherman, Wanton Howland	https://archive.org/details/abstractsofwhali2184denn/page/135	1852 1853 1854 1855	New Bedford, MA	2021-10-04	
AD21352	2-135	AV03239	Congress : 1844-1847	AS1143	Congress	AA1024	Randall, J. & W. P.	AM3092	Lester, Austin Miner	https://archive.org/details/abstractsofwhali2184denn/page/135	1844 1845 1846 1847	Mystic, CT	2021-10-04	
AD21353	2-135	AV03240	Congress : 1847-1849	AS1143	Congress	AA1024	Randall, J. & W. P.	AM4977	Taylor, Alexander G.	https://archive.org/details/abstractsofwhali2184denn/page/135	1847 1848 1849	Mystic, CT	2021-10-04	
AD21371	2-137	AV11629	Phoenix : 1853-1857	AS2188	Phoenix	AA0852	Miner, Lawrence & Co.	AM3814	Pendleton, William H.	https://archive.org/details/abstractsofwhali2184denn/page/137	1853 1854 1855 1856 1857	New London, CT	2021-10-04	
AD21372	2-137	AV03049	Columbia : 1845-1848	AS1122	Columbia	AA0297	Cook & Green	AM3866	Pierson, Samuel B.	https://archive.org/details/abstractsofwhali2184denn/page/137	1845 1846 1847 1848	Sag Harbor, NY	2021-10-04	
AD21373	2-137	AV03050	Columbia : 1848-1851	AS1122	Columbia	AA0175	Budd, John	AM4906	Sweeney, John	https://archive.org/details/abstractsofwhali2184denn/page/137	1848 1849 1850 1851	Sag Harbor, NY	2021-10-04	
AD21374	2-137	AV03051	Columbia : 1851-1855	AS1122	Columbia	AA0175	Budd, John	AM2362	Hallock, Frederick M.	https://archive.org/details/abstractsofwhali2184denn/page/137	1851 1852 1853 1854 1855	Sag Harbor, NY	2021-10-04	
AD21375	2-137	AV03048	Columbia : 1843-1845	AS1122	Columbia	AA0319	Cook, Luther D.	AM1711	Edwards, Lawrence B.	https://archive.org/details/abstractsofwhali2184denn/page/137	1843 1844 1845	Sag Harbor, NY	2021-10-04	
AD21381	2-138	AV02779	Charlotte : 1850-1852	AS1095	Charlotte	AA1004	Post, William R.	AM5436	Winters, Jonas	https://archive.org/details/abstractsofwhali2184denn/page/138	1850 1851 1852	Sag Harbor, NY	2021-10-04	
AD21382	2-138	AV02780	Charlotte : 1852-1854	AS1095	Charlotte	AA1004	Post, William R.	AM2367	Halsey, Augustus	https://archive.org/details/abstractsofwhali2184denn/page/138	1852 1853 1854	Sag Harbor, NY	2021-10-04	
AD21383	2-138	AV03490	Crescent : 1846-1849	AS1168	Crescent	AA1001	Post & Sherry	AM5266	Westfall, Leroy R.	https://archive.org/details/abstractsofwhali2184denn/page/138	1846 1847 1848 1849	Sag Harbor, NY	2021-10-04	
AD21391	2-139	AV02170	Cadmus : 1845-1847	AS1021	Cadmus	AA0897	Mulford & Sleight	AM4473	Smith, David	https://archive.org/details/abstractsofwhali2184denn/page/139	1845 1846 1847	Sag Harbor, NY	2021-10-04	
AD21392	2-139	AV02171	Cadmus : 1847-1849	AS1021	Cadmus	AA0897	Mulford & Sleight	AM4473	Smith, David	https://archive.org/details/abstractsofwhali2184denn/page/139	1847 1848 1849	Sag Harbor, NY	2021-10-04	
AD21393	2-139	AV04270	Ellen : 1852-1856	AS1283	Ellen	AA0904	Munroe, William H.	AM2831	Huxford, James B.	https://archive.org/details/abstractsofwhali2184denn/page/139	1852 1853 1854 1855 1856	Edgartown, MA	2021-10-04	
AD21401	2-140	AV03207	Concordia : 1845-1847	AS1140	Concordia	AA0167	Brown, Thomas	AM3152	Loper, David	https://archive.org/details/abstractsofwhali2184denn/page/140	1845 1846 1847	Sag Harbor, NY	2021-10-04	
AD21402	2-140	AV03208	Concordia : 1847-1849	AS1140	Concordia	AA0167	Brown, Thomas	AM2550	Hedges, Jeremiah W.	https://archive.org/details/abstractsofwhali2184denn/page/140	1847 1848 1849	Sag Harbor, NY	2021-10-04	
AD21403	2-140	AV03209	Concordia : 1849-1854	AS1140	Concordia	AA0167	Brown, Thomas	AM2049	French, A. Smith	https://archive.org/details/abstractsofwhali2184denn/page/140	1849 1850 1851 1852 1853 1854	Sag Harbor, NY	2021-10-04	
AD21411	2-141	AV02900	Citizen : 1851-1852	AS0115	Citizen	AA0641	Howland, I., Jr. & Co.	AM3628	Norton, Thomas Howes	https://archive.org/details/abstractsofwhali2184denn/page/141	1851 1852	New Bedford, MA	2021-10-04	
AD21412	2-141	AV02902	Citizen : 1846-1849	AS0115	Citizen	AA0897	Mulford & Sleight	AM3030	Lansing, David F.	https://archive.org/details/abstractsofwhali2184denn/page/141	1846 1847 1848 1849	Sag Harbor, NY	2021-10-04	
AD21421	2-142	AV02381	Caroline : 1845-1847	AS1039	Caroline	AA1356	Wiggins & Parsons	AM2376	Halsey, Jesse	https://archive.org/details/abstractsofwhali2184denn/page/142	1845 1846 1847	Greenport, NY	2021-10-04	
AD21422	2-142	AV02398	Caroline : 1853-1854	AS1042	Caroline			AM5154	Wade, Jared	https://archive.org/details/abstractsofwhali2184denn/page/142	1853 1854	Sag Harbor, NY	2021-10-04	
AD21431	2-143	AV13327	Speedwell : 1853-1857	AS2414	Speedwell	AA0516	Gibbs, Stephen C.	AM2170	Gibbs, Benjamin Fearing	https://archive.org/details/abstractsofwhali2184denn/page/143	1853 1854 1855 1856 1857	Fairhaven, MA	2021-10-04	
AD21432	2-143	AV02506	Ceres  : 1845-1849	AS0095	Ceres 	AA0733	Knowles, Thomas & Co.	AM0027	Adams, Mayhew	https://archive.org/details/abstractsofwhali2184denn/page/143	1845 1846 1847 1848 1849	New Bedford, MA	2021-10-04	
AD21433	2-143	AV02617	Charles Allstrum : 1850-1851	AS1072	Charles Allstrum	AA0007	Adams, John	AM4581	Snow, Seth P.	https://archive.org/details/abstractsofwhali2184denn/page/143	1850 1851	Provincetown, MA	2021-10-04	
AD21441	2-144	AV02284	Candace : 1853-1855	AS1029	Candace	AA1366	Williams & Haven	AM4687	Starr, Norman	https://archive.org/details/abstractsofwhali2184denn/page/144	1853 1854 1855	New London, CT	2021-10-04	
AD21442	2-144	AV02280	Candace : 1845-1847	AS1029	Candace	AA0576	Havens & Smith	AM0499	Bolles, John	https://archive.org/details/abstractsofwhali2184denn/page/144	1845 1846 1847	New London, CT	2021-10-04	
AD21443	2-144	AV02281	Candace : 1847-1849	AS1029	Candace	AA1366	Williams & Haven	AM2558	Hempstead, John Prentis	https://archive.org/details/abstractsofwhali2184denn/page/144	1847 1848 1849	New London, CT	2021-10-04	
AD21444	2-144	AV02282	Candace : 1849-1851	AS1029	Candace	AA1366	Williams & Haven	AM5168	Walker, David	https://archive.org/details/abstractsofwhali2184denn/page/144	1849 1850 1851	New London, CT	2021-10-04	
AD21445	2-144	AV02283	Candace : 1851-1853	AS1029	Candace	AA1366	Williams & Haven	AM5168	Walker, David	https://archive.org/details/abstractsofwhali2184denn/page/144	1851 1852 1853	New London, CT	2021-10-04	
